iter	Logloss
480	0.008224228696
481	0.008157969329
482	0.008151772552
483	0.00815158478
484	0.00815144653
485	0.008140252018
486	0.008118795884
487	0.0081017129
488	0.008055488101
489	0.008024632099
490	0.008001809227
491	0.008001793016
492	0.00798001808
493	0.007970385463
494	0.007928657172
495	0.00791208629
496	0.007883078226
497	0.007866447355
498	0.007866442251
499	0.007836912913
